Material,Date,Cost (kg)
ABS,2021-07-01 17:15:00,$26.4
ABS,2021-07-01 17:30:00,$21.6
ABS,2021-07-01 17:45:00,$40.2
ABS,2021-07-01 18:00:00,$26.4
ABS,2021-07-01 18:15:00,$23.2
ABS,2021-07-01 18:30:00,$39.0
ABS,2021-07-01 18:45:00,$25.8
ABS,2021-07-01 19:00:00,$23.4
ABS,2021-07-01 19:15:00,$29.2
PLA,2021-07-01 19:30:00,$16.6
ABS,2021-07-01 19:45:00,$30.2
PLA,2021-07-01 20:00:00,$9.6
PLA,2021-07-02 09:30:00,$0.2
PLA,2021-07-02 09:45:00,$16.4
PLA,2021-07-02 10:00:00,$11.0
PLA,2021-07-02 10:15:00,$15.8
ABS,2021-07-02 10:30:00,$18.4
PLA,2021-07-02 10:45:00,$11.2
ABS,2021-07-02 11:00:00,$23.4
ABS,2021-07-02 11:15:00,$23.0
PLA,2021-07-02 11:30:00,$15.0
ABS,2021-07-02 11:45:00,$22.4
PLA,2021-07-02 12:00:00,$15.4
PLA,2021-07-02 12:15:00,$16.2
ABS,2021-07-02 12:30:00,$17.8
PLA,2021-07-02 12:45:00,$15.6
PLA,2021-07-02 13:00:00,$14.2
ABS,2021-07-02 13:15:00,$20.6
ABS,2021-07-02 13:30:00,$20.6
ABS,2021-07-02 13:45:00,$19.6
ABS,2021-07-02 14:00:00,$18.0
ABS,2021-07-02 14:15:00,$19.2
ABS,2021-07-02 14:30:00,$24.8
ABS,2021-07-02 14:45:00,$20.8
ABS,2021-07-02 15:00:00,$18.8
PETG,2021-07-02 15:15:00,$17.0
ABS,2021-07-02 15:30:00,$20.0
ABS,2021-07-02 15:45:00,$19.2
ABS,2021-07-02 16:00:00,$18.4
ABS,2021-07-02 16:15:00,$29.4
ABS,2021-07-02 16:30:00,$32.8
ABS,2021-07-02 16:45:00,$24.4
ABS,2021-07-02 17:00:00,$24.2
ABS,2021-07-02 17:15:00,$23.2
ABS,2021-07-02 17:30:00,$29.2
ABS,2021-07-02 17:45:00,$26.6
ABS,2021-07-02 18:00:00,$17.8
ABS,2021-07-02 18:15:00,$26.0
ABS,2021-07-02 18:30:00,$25.4
PETG,2021-07-02 18:45:00,$17.0
ABS,2021-07-02 19:00:00,$33.6
PLA,2021-07-02 19:15:00,$15.6
PLA,2021-07-02 19:30:00,$15.6
ABS,2021-07-02 19:45:00,$18.6
PLA,2021-07-02 20:00:00,$2.4
PLA,2021-07-03 09:45:00,$9.6
ABS,2021-07-03 10:00:00,$30.2
ABS,2021-07-03 10:15:00,$22.4
ABS,2021-07-03 10:30:00,$18.4
PETG,2021-07-03 10:45:00,$17.0
ABS,2021-07-03 11:00:00,$17.4
ABS,2021-07-03 11:15:00,$26.0
ABS,2021-07-03 11:30:00,$22.8
ABS,2021-07-03 11:45:00,$19.0
ABS,2021-07-03 12:00:00,$27.2
ABS,2021-07-03 12:15:00,$24.0
ABS,2021-07-03 12:30:00,$23.0
PLA,2021-07-03 12:45:00,$12.2
PLA,2021-07-03 13:00:00,$16.8
PLA,2021-07-03 13:15:00,$13.8
PLA,2021-07-03 13:30:00,$7.2
PLA,2021-07-03 13:45:00,$14.0
ABS,2021-07-03 14:00:00,$31.8
PLA,2021-07-03 14:15:00,$11.0
PLA,2021-07-03 14:30:00,$11.6
PLA,2021-07-03 14:45:00,$7.8
PLA,2021-07-03 15:00:00,$10.4
ABS,2021-07-03 15:15:00,$17.8
ABS,2021-07-03 15:30:00,$25.4
ABS,2021-07-03 15:45:00,$25.0
PLA,2021-07-03 16:00:00,$12.6
PLA,2021-07-03 16:15:00,$16.6
ABS,2021-07-03 16:30:00,$19.8
ABS,2021-07-03 16:45:00,$27.2
ABS,2021-07-03 17:00:00,$21.6
ABS,2021-07-03 17:15:00,$33.4
ABS,2021-07-03 17:30:00,$21.6
ABS,2021-07-03 17:45:00,$19.2
ABS,2021-07-03 18:00:00,$26.2
ABS,2021-07-03 18:15:00,$33.0
ABS,2021-07-03 18:30:00,$25.4
ABS,2021-07-03 18:45:00,$31.6
PLA,2021-07-03 19:00:00,$15.0
ABS,2021-07-03 19:15:00,$19.4
PLA,2021-07-03 19:30:00,$11.4
PLA,2021-07-03 19:45:00,$10.6
ABS,2021-07-04 10:00:00,$17.2
ABS,2021-07-04 10:15:00,$31.8
ABS,2021-07-04 10:30:00,$23.4
ABS,2021-07-04 10:45:00,$20.6
ABS,2021-07-04 11:00:00,$30.2
ABS,2021-07-04 11:15:00,$17.4
ABS,2021-07-04 11:30:00,$29.0
ABS,2021-07-04 11:45:00,$32.2
ABS,2021-07-04 12:00:00,$26.0
ABS,2021-07-04 12:15:00,$23.0
ABS,2021-07-04 12:30:00,$22.6
ABS,2021-07-04 12:45:00,$21.2
ABS,2021-07-04 13:00:00,$21.2
ABS,2021-07-04 13:15:00,$25.4
ABS,2021-07-04 13:30:00,$26.4
ABS,2021-07-04 13:45:00,$22.6
ABS,2021-07-04 14:00:00,$21.8
ABS,2021-07-04 14:15:00,$22.2
PLA,2021-07-04 14:30:00,$14.4
PLA,2021-07-04 14:45:00,$10.8
ABS,2021-07-04 15:00:00,$27.2
PLA,2021-07-04 15:15:00,$16.4
ABS,2021-07-04 15:30:00,$29.6
ABS,2021-07-04 15:45:00,$22.4
ABS,2021-07-04 16:00:00,$20.6
ABS,2021-07-04 16:15:00,$29.6
ABS,2021-07-04 16:30:00,$26.6
ABS,2021-07-04 16:45:00,$29.8
ABS,2021-07-04 17:00:00,$23.0
ABS,2021-07-04 17:15:00,$26.0
ABS,2021-07-04 17:30:00,$40.8
PLA,2021-07-04 17:45:00,$16.0
PLA,2021-07-04 18:00:00,$5.4
PLA,2021-07-04 18:15:00,$9.4
PLA,2021-07-04 18:30:00,$6.0
PLA,2021-07-04 18:45:00,$5.4
PLA,2021-07-04 19:00:00,$3.4
PLA,2021-07-04 19:15:00,$13.2
PLA,2021-07-04 19:30:00,$7.8
PLA,2021-07-04 19:45:00,$0.4
PLA,2021-07-05 09:45:00,$6.6
ABS,2021-07-05 10:00:00,$18.2
ABS,2021-07-05 10:15:00,$20.8
ABS,2021-07-05 10:30:00,$18.4
ABS,2021-07-05 10:45:00,$30.6
ABS,2021-07-05 11:00:00,$21.6
ABS,2021-07-05 11:15:00,$32.4
ABS,2021-07-05 11:30:00,$31.6
ABS,2021-07-05 11:45:00,$29.2
ABS,2021-07-05 12:00:00,$29.4
ABS,2021-07-05 12:15:00,$26.4
ABS,2021-07-05 12:30:00,$35.2
ABS,2021-07-05 12:45:00,$25.2
ABS,2021-07-05 13:00:00,$26.2
ABS,2021-07-05 13:15:00,$29.2
ABS,2021-07-05 13:30:00,$26.8
ABS,2021-07-05 13:45:00,$28.0
ABS,2021-07-05 14:00:00,$31.2
ABS,2021-07-05 14:15:00,$26.2
ABS,2021-07-05 14:30:00,$30.2
ABS,2021-07-05 14:45:00,$23.8
ABS,2021-07-05 15:00:00,$24.2
ABS,2021-07-05 15:15:00,$18.6
ABS,2021-07-05 15:30:00,$21.8
ABS,2021-07-05 15:45:00,$27.0
ABS,2021-07-05 16:00:00,$32.4
ABS,2021-07-05 16:15:00,$30.2
ABS,2021-07-05 16:30:00,$31.2
ABS,2021-07-05 16:45:00,$23.8
ABS,2021-07-05 17:00:00,$27.4
ABS,2021-07-05 17:15:00,$36.8
ABS,2021-07-05 17:30:00,$29.2
ABS,2021-07-05 17:45:00,$29.6
ABS,2021-07-05 18:00:00,$18.8
ABS,2021-07-05 18:15:00,$23.6
ABS,2021-07-05 18:30:00,$23.4
ABS,2021-07-05 18:45:00,$23.6
ABS,2021-07-05 19:00:00,$26.0
ABS,2021-07-05 19:15:00,$28.2
ABS,2021-07-05 19:30:00,$18.4
ABS,2021-07-05 19:45:00,$22.4
PLA,2021-07-05 20:00:00,$6.8
PLA,2021-07-07 10:00:00,$10.4
PLA,2021-07-07 10:15:00,$15.0
PLA,2021-07-07 10:30:00,$8.6
ABS,2021-07-07 10:45:00,$21.4
ABS,2021-07-07 11:00:00,$21.4
PLA,2021-07-07 11:15:00,$16.4
PLA,2021-07-07 11:30:00,$16.4
ABS,2021-07-07 11:45:00,$25.0
ABS,2021-07-07 12:00:00,$17.8
ABS,2021-07-07 12:15:00,$26.2
ABS,2021-07-07 12:30:00,$18.2
ABS,2021-07-07 12:45:00,$29.6
ABS,2021-07-07 13:00:00,$22.0
ABS,2021-07-07 13:15:00,$29.0
PETG,2021-07-07 13:30:00,$17.0
PLA,2021-07-07 13:45:00,$16.8
PLA,2021-07-07 14:00:00,$12.8
PLA,2021-07-07 14:15:00,$10.8
ABS,2021-07-07 14:30:00,$18.0
ABS,2021-07-07 14:45:00,$19.2
PLA,2021-07-07 15:00:00,$14.4
ABS,2021-07-07 15:15:00,$20.4
PLA,2021-07-07 15:30:00,$11.6
ABS,2021-07-07 15:45:00,$18.2
PLA,2021-07-07 16:00:00,$12.6
ABS,2021-07-07 16:15:00,$47.6
ABS,2021-07-07 16:30:00,$18.0
ABS,2021-07-07 16:45:00,$20.8
ABS,2021-07-07 17:00:00,$31.4
ABS,2021-07-07 17:15:00,$36.8
ABS,2021-07-07 17:30:00,$24.8
PLA,2021-07-07 17:45:00,$16.6
ABS,2021-07-07 18:00:00,$24.6
ABS,2021-07-07 18:15:00,$30.2
ABS,2021-07-07 18:30:00,$35.0
ABS,2021-07-07 18:45:00,$28.4
ABS,2021-07-07 19:00:00,$25.6
PLA,2021-07-07 19:15:00,$15.0
ABS,2021-07-07 19:30:00,$20.2
ABS,2021-07-07 19:45:00,$18.8
PLA,2021-07-08 10:00:00,$14.8
ABS,2021-07-08 10:15:00,$29.8
PLA,2021-07-08 10:30:00,$14.8
ABS,2021-07-08 10:45:00,$20.0
PLA,2021-07-08 11:00:00,$8.6
ABS,2021-07-08 11:15:00,$21.6
ABS,2021-07-08 11:30:00,$20.8
ABS,2021-07-08 11:45:00,$20.2
ABS,2021-07-08 12:00:00,$23.0
ABS,2021-07-08 12:15:00,$19.2
ABS,2021-07-08 12:30:00,$28.8
ABS,2021-07-08 12:45:00,$20.8
ABS,2021-07-08 13:00:00,$24.6
ABS,2021-07-08 13:15:00,$18.4
PLA,2021-07-08 13:30:00,$14.8
ABS,2021-07-08 13:45:00,$28.0
ABS,2021-07-08 14:00:00,$22.2
PLA,2021-07-08 14:15:00,$16.4
PLA,2021-07-08 14:30:00,$15.8
ABS,2021-07-08 14:45:00,$29.8
ABS,2021-07-08 15:00:00,$17.4
ABS,2021-07-08 15:15:00,$21.4
ABS,2021-07-08 15:30:00,$25.8
PLA,2021-07-08 15:45:00,$14.2
ABS,2021-07-08 16:00:00,$31.8
ABS,2021-07-08 16:15:00,$18.6
ABS,2021-07-08 16:30:00,$19.6
ABS,2021-07-08 16:45:00,$17.2
ABS,2021-07-08 17:00:00,$23.2
ABS,2021-07-08 17:15:00,$23.6
ABS,2021-07-08 17:30:00,$35.0
ABS,2021-07-08 17:45:00,$26.4
ABS,2021-07-08 18:00:00,$35.2
ABS,2021-07-08 18:15:00,$27.0
ABS,2021-07-08 18:30:00,$27.4
ABS,2021-07-08 18:45:00,$31.2
ABS,2021-07-08 19:00:00,$28.8
ABS,2021-07-08 19:15:00,$18.2
ABS,2021-07-08 19:30:00,$25.4
PLA,2021-07-08 19:45:00,$2.4
PLA,2021-07-09 12:00:00,$3.0
PLA,2021-07-09 12:15:00,$16.4
PLA,2021-07-09 12:30:00,$15.0
ABS,2021-07-09 12:45:00,$30.0
ABS,2021-07-09 13:00:00,$18.2
PLA,2021-07-09 13:15:00,$16.2
PLA,2021-07-09 13:30:00,$10.0
PLA,2021-07-09 13:45:00,$8.0
ABS,2021-07-09 14:00:00,$23.0
ABS,2021-07-09 14:15:00,$18.0
ABS,2021-07-09 14:30:00,$21.0
PLA,2021-07-09 14:45:00,$16.6
PLA,2021-07-09 15:00:00,$9.8
PLA,2021-07-09 15:15:00,$10.4
PLA,2021-07-09 15:30:00,$16.8
PLA,2021-07-09 15:45:00,$4.8
ABS,2021-07-09 16:00:00,$30.4
ABS,2021-07-09 16:15:00,$29.2
ABS,2021-07-09 16:30:00,$21.2
ABS,2021-07-09 16:45:00,$36.6
ABS,2021-07-09 17:00:00,$24.8
PLA,2021-07-09 17:15:00,$16.6
ABS,2021-07-09 17:30:00,$35.6
ABS,2021-07-09 17:45:00,$28.6
ABS,2021-07-09 18:00:00,$20.6
ABS,2021-07-09 18:15:00,$24.2
ABS,2021-07-09 18:30:00,$28.8
PLA,2021-07-09 18:45:00,$10.6
ABS,2021-07-09 19:00:00,$23.2
ABS,2021-07-09 19:15:00,$28.6
PLA,2021-07-09 19:30:00,$15.2
PETG,2021-07-09 19:45:00,$17.0
PLA,2021-07-10 10:00:00,$2.0
ABS,2021-07-10 10:15:00,$25.8
ABS,2021-07-10 10:30:00,$21.0
PLA,2021-07-10 10:45:00,$12.6
ABS,2021-07-10 11:00:00,$24.2
PLA,2021-07-10 11:15:00,$13.4
ABS,2021-07-10 11:30:00,$21.0
PLA,2021-07-10 11:45:00,$15.2
PETG,2021-07-10 12:00:00,$17.0
ABS,2021-07-10 12:15:00,$23.6
PLA,2021-07-10 12:30:00,$13.8
PLA,2021-07-10 12:45:00,$16.8
ABS,2021-07-10 13:00:00,$18.2
PLA,2021-07-10 13:15:00,$14.2
PLA,2021-07-10 13:30:00,$13.8
ABS,2021-07-10 13:45:00,$31.6
PLA,2021-07-10 14:00:00,$14.2
PLA,2021-07-10 14:15:00,$15.2
ABS,2021-07-10 14:30:00,$18.0
PLA,2021-07-10 14:45:00,$14.8
PLA,2021-07-10 15:00:00,$7.2
PLA,2021-07-10 15:15:00,$10.8
PLA,2021-07-10 15:30:00,$10.6
PLA,2021-07-10 15:45:00,$13.2
ABS,2021-07-10 16:00:00,$17.8
ABS,2021-07-10 16:15:00,$26.6
ABS,2021-07-10 16:30:00,$20.6
ABS,2021-07-10 16:45:00,$24.4
PLA,2021-07-10 17:00:00,$16.2
ABS,2021-07-10 17:15:00,$19.6
ABS,2021-07-10 17:30:00,$19.6
ABS,2021-07-10 17:45:00,$33.8
ABS,2021-07-10 18:00:00,$19.8
ABS,2021-07-10 18:15:00,$27.2
ABS,2021-07-10 18:30:00,$20.6
ABS,2021-07-10 18:45:00,$25.4
PLA,2021-07-10 19:00:00,$9.4
ABS,2021-07-10 19:15:00,$17.6
PLA,2021-07-10 19:30:00,$16.8
PLA,2021-07-10 19:45:00,$5.8
PLA,2021-07-11 09:45:00,$4.0
ABS,2021-07-11 10:00:00,$28.6
ABS,2021-07-11 10:15:00,$23.2
PLA,2021-07-11 10:30:00,$14.0
ABS,2021-07-11 10:45:00,$17.4
ABS,2021-07-11 11:00:00,$17.2
ABS,2021-07-11 11:15:00,$27.2
ABS,2021-07-11 11:30:00,$28.8
ABS,2021-07-11 11:45:00,$26.6
ABS,2021-07-11 12:00:00,$26.2
ABS,2021-07-11 12:15:00,$19.2
ABS,2021-07-11 12:30:00,$23.4
ABS,2021-07-11 12:45:00,$24.8
ABS,2021-07-11 13:00:00,$18.8
PLA,2021-07-11 13:15:00,$14.0
ABS,2021-07-11 13:30:00,$18.0
ABS,2021-07-11 13:45:00,$31.6
ABS,2021-07-11 14:00:00,$26.2
PLA,2021-07-11 14:15:00,$11.2
ABS,2021-07-11 14:30:00,$26.8
ABS,2021-07-11 14:45:00,$26.4
ABS,2021-07-11 15:00:00,$30.0
ABS,2021-07-11 15:15:00,$20.0
ABS,2021-07-11 15:30:00,$28.8
ABS,2021-07-11 15:45:00,$17.2
ABS,2021-07-11 16:00:00,$28.4
ABS,2021-07-11 16:15:00,$21.4
ABS,2021-07-11 16:30:00,$17.8
ABS,2021-07-11 16:45:00,$18.4
ABS,2021-07-11 17:00:00,$31.2
ABS,2021-07-11 17:15:00,$41.4
ABS,2021-07-11 17:30:00,$26.0
ABS,2021-07-11 17:45:00,$28.8
ABS,2021-07-11 18:00:00,$30.6
ABS,2021-07-11 18:15:00,$24.0
ABS,2021-07-11 18:30:00,$23.8
ABS,2021-07-11 18:45:00,$27.2
ABS,2021-07-11 19:00:00,$24.4
ABS,2021-07-11 19:15:00,$33.0
ABS,2021-07-11 19:30:00,$17.6
PLA,2021-07-11 19:45:00,$3.0
PLA,2021-07-12 10:00:00,$6.6
ABS,2021-07-12 10:15:00,$21.2
ABS,2021-07-12 10:30:00,$22.6
PLA,2021-07-12 10:45:00,$10.0
ABS,2021-07-12 11:00:00,$28.6
ABS,2021-07-12 11:15:00,$21.2
ABS,2021-07-12 11:30:00,$24.2
ABS,2021-07-12 11:45:00,$27.0
ABS,2021-07-12 12:00:00,$30.8
ABS,2021-07-12 12:15:00,$28.4
ABS,2021-07-12 12:30:00,$19.2
ABS,2021-07-12 12:45:00,$37.6
ABS,2021-07-12 13:00:00,$21.0
ABS,2021-07-12 13:15:00,$43.2
ABS,2021-07-12 13:30:00,$35.6
ABS,2021-07-12 13:45:00,$25.8
ABS,2021-07-12 14:00:00,$18.2
ABS,2021-07-12 14:15:00,$31.0
ABS,2021-07-12 14:30:00,$34.6
ABS,2021-07-12 14:45:00,$20.4
ABS,2021-07-12 15:00:00,$29.4
ABS,2021-07-12 15:15:00,$24.2
ABS,2021-07-12 15:30:00,$19.4
ABS,2021-07-12 15:45:00,$23.6
ABS,2021-07-12 16:00:00,$38.0
ABS,2021-07-12 16:15:00,$21.8
ABS,2021-07-12 16:30:00,$41.4
ABS,2021-07-12 16:45:00,$31.0
ABS,2021-07-12 17:00:00,$32.4
ABS,2021-07-12 17:15:00,$22.0
ABS,2021-07-12 17:30:00,$25.2
ABS,2021-07-12 17:45:00,$51.6
ABS,2021-07-12 18:00:00,$31.6
ABS,2021-07-12 18:15:00,$25.4
ABS,2021-07-12 18:30:00,$24.6
ABS,2021-07-12 18:45:00,$21.8
ABS,2021-07-12 19:00:00,$22.6
ABS,2021-07-12 19:15:00,$26.8
ABS,2021-07-12 19:30:00,$28.6
ABS,2021-07-12 19:45:00,$27.4
PLA,2021-07-12 20:00:00,$4.6
PLA,2021-07-14 12:00:00,$0.4
ABS,2021-07-14 12:15:00,$30.0
ABS,2021-07-14 12:30:00,$21.2
PLA,2021-07-14 12:45:00,$15.2
ABS,2021-07-14 13:00:00,$25.8
ABS,2021-07-14 13:15:00,$18.0
ABS,2021-07-14 13:30:00,$25.8
PLA,2021-07-14 13:45:00,$15.6
ABS,2021-07-14 14:00:00,$21.2
ABS,2021-07-14 14:15:00,$24.0
ABS,2021-07-14 14:30:00,$22.4
PLA,2021-07-14 14:45:00,$15.0
PLA,2021-07-14 15:00:00,$13.2
ABS,2021-07-14 15:15:00,$19.0
ABS,2021-07-14 15:30:00,$17.8
ABS,2021-07-14 15:45:00,$19.4
ABS,2021-07-14 16:00:00,$22.6
ABS,2021-07-14 16:15:00,$24.0
PLA,2021-07-14 16:30:00,$14.6
ABS,2021-07-14 16:45:00,$18.6
ABS,2021-07-14 17:00:00,$28.0
ABS,2021-07-14 17:15:00,$20.0
ABS,2021-07-14 17:30:00,$19.0
ABS,2021-07-14 17:45:00,$19.2
ABS,2021-07-14 18:00:00,$23.8
ABS,2021-07-14 18:15:00,$17.8
PLA,2021-07-14 18:30:00,$14.2
ABS,2021-07-14 18:45:00,$18.6
PLA,2021-07-14 19:00:00,$6.8
PLA,2021-07-14 19:15:00,$13.6
ABS,2021-07-14 19:30:00,$18.4
ABS,2021-07-14 19:45:00,$20.4
PLA,2021-07-15 09:45:00,$2.6
PLA,2021-07-15 10:00:00,$14.0
PLA,2021-07-15 10:15:00,$16.4
PLA,2021-07-15 10:30:00,$14.4
PLA,2021-07-15 10:45:00,$13.0
ABS,2021-07-15 11:00:00,$18.2
PLA,2021-07-15 11:15:00,$11.6
PLA,2021-07-15 11:30:00,$9.0
PLA,2021-07-15 11:45:00,$4.4
PLA,2021-07-15 12:00:00,$10.4
ABS,2021-07-15 12:15:00,$20.4
PLA,2021-07-15 12:30:00,$11.6
PLA,2021-07-15 12:45:00,$15.0
ABS,2021-07-15 13:00:00,$28.2
PLA,2021-07-15 13:15:00,$15.6
PLA,2021-07-15 13:30:00,$1.2
PLA,2021-07-15 13:45:00,$14.6
ABS,2021-07-15 14:00:00,$19.6
ABS,2021-07-15 14:15:00,$19.8
ABS,2021-07-15 14:30:00,$20.4
PLA,2021-07-15 14:45:00,$15.8
ABS,2021-07-15 15:00:00,$18.8
ABS,2021-07-15 15:15:00,$27.4
ABS,2021-07-15 15:30:00,$18.0
ABS,2021-07-15 15:45:00,$22.6
ABS,2021-07-15 16:00:00,$17.8
ABS,2021-07-15 16:15:00,$29.8
ABS,2021-07-15 16:30:00,$29.8
ABS,2021-07-15 16:45:00,$18.8
ABS,2021-07-15 17:00:00,$21.8
PLA,2021-07-15 17:15:00,$12.6
ABS,2021-07-15 17:30:00,$22.6
ABS,2021-07-15 17:45:00,$21.0
ABS,2021-07-15 18:00:00,$27.8
ABS,2021-07-15 18:15:00,$29.0
ABS,2021-07-15 18:30:00,$24.8
PLA,2021-07-15 18:45:00,$15.0
ABS,2021-07-15 19:00:00,$26.4
ABS,2021-07-15 19:15:00,$18.2
PLA,2021-07-15 19:30:00,$16.6
PLA,2021-07-16 09:45:00,$5.4
PLA,2021-07-16 10:00:00,$12.2
PLA,2021-07-16 10:15:00,$12.4
PLA,2021-07-16 10:30:00,$16.4
PLA,2021-07-16 10:45:00,$11.8
ABS,2021-07-16 11:00:00,$21.4
ABS,2021-07-16 11:15:00,$19.0
PLA,2021-07-16 11:30:00,$14.8
PLA,2021-07-16 11:45:00,$15.0
ABS,2021-07-16 12:00:00,$17.6
ABS,2021-07-16 12:15:00,$19.0
PETG,2021-07-16 12:30:00,$17.0
PLA,2021-07-16 12:45:00,$14.4
ABS,2021-07-16 13:00:00,$24.6
ABS,2021-07-16 13:15:00,$26.2
PLA,2021-07-16 13:30:00,$8.6
ABS,2021-07-16 13:45:00,$18.6
PLA,2021-07-16 14:00:00,$14.6
ABS,2021-07-16 14:15:00,$21.6
ABS,2021-07-16 14:30:00,$21.4
PLA,2021-07-16 14:45:00,$8.4
PLA,2021-07-16 15:00:00,$10.8
ABS,2021-07-16 15:15:00,$17.2
PLA,2021-07-16 15:30:00,$11.8
ABS,2021-07-16 15:45:00,$19.8
PLA,2021-07-16 16:00:00,$11.4
ABS,2021-07-16 16:15:00,$17.6
PLA,2021-07-16 16:30:00,$13.2
ABS,2021-07-16 16:45:00,$27.2
PLA,2021-07-16 17:00:00,$14.4
PLA,2021-07-16 17:15:00,$7.6
PLA,2021-07-16 17:30:00,$15.0
PLA,2021-07-16 17:45:00,$16.2
PLA,2021-07-16 18:00:00,$16.8
PLA,2021-07-16 18:15:00,$12.6
ABS,2021-07-16 18:30:00,$20.8
ABS,2021-07-16 18:45:00,$19.6
ABS,2021-07-16 19:00:00,$25.2
ABS,2021-07-16 19:15:00,$19.4
ABS,2021-07-16 19:30:00,$30.2
ABS,2021-07-16 19:45:00,$17.4
PLA,2021-07-17 10:00:00,$11.4
PLA,2021-07-17 10:15:00,$16.2
PLA,2021-07-17 10:30:00,$10.0
PLA,2021-07-17 10:45:00,$6.6
ABS,2021-07-17 11:00:00,$17.6
ABS,2021-07-17 11:15:00,$17.4
ABS,2021-07-17 11:30:00,$38.6
ABS,2021-07-17 11:45:00,$27.8
PLA,2021-07-17 12:00:00,$12.0
ABS,2021-07-17 12:15:00,$18.6
PLA,2021-07-17 12:30:00,$15.6
PLA,2021-07-17 12:45:00,$13.6
PLA,2021-07-17 13:00:00,$11.2
ABS,2021-07-17 13:15:00,$20.0
ABS,2021-07-17 13:30:00,$20.6
PLA,2021-07-17 13:45:00,$6.4
PLA,2021-07-17 14:00:00,$15.8
PLA,2021-07-17 14:15:00,$12.8
PLA,2021-07-17 14:30:00,$14.2
ABS,2021-07-17 14:45:00,$21.2
PLA,2021-07-17 15:00:00,$7.8
PLA,2021-07-17 15:15:00,$9.0
PLA,2021-07-17 15:30:00,$14.6
ABS,2021-07-17 15:45:00,$22.4
PLA,2021-07-17 16:00:00,$15.8
PLA,2021-07-17 16:15:00,$14.8
ABS,2021-07-17 16:30:00,$26.0
PLA,2021-07-17 16:45:00,$14.8
ABS,2021-07-17 17:00:00,$25.8
PLA,2021-07-17 17:15:00,$16.8
ABS,2021-07-17 17:30:00,$22.0
PLA,2021-07-17 17:45:00,$15.8
ABS,2021-07-17 18:00:00,$25.2
ABS,2021-07-17 18:15:00,$20.4
ABS,2021-07-17 18:30:00,$22.2
ABS,2021-07-17 18:45:00,$33.6
ABS,2021-07-17 19:00:00,$24.4
ABS,2021-07-17 19:15:00,$19.2
PLA,2021-07-17 19:30:00,$14.8
PLA,2021-07-17 19:45:00,$7.8
PLA,2021-07-18 10:00:00,$8.0
PLA,2021-07-18 10:15:00,$15.8
ABS,2021-07-18 10:30:00,$22.8
ABS,2021-07-18 10:45:00,$21.8
ABS,2021-07-18 11:00:00,$20.4
ABS,2021-07-18 11:15:00,$30.0
ABS,2021-07-18 11:30:00,$18.8
ABS,2021-07-18 11:45:00,$21.2
ABS,2021-07-18 12:00:00,$25.4
ABS,2021-07-18 12:15:00,$21.8
ABS,2021-07-18 12:30:00,$22.0
ABS,2021-07-18 12:45:00,$23.6
ABS,2021-07-18 13:00:00,$26.6
ABS,2021-07-18 13:15:00,$19.0
ABS,2021-07-18 13:30:00,$20.2
PLA,2021-07-18 13:45:00,$14.0
ABS,2021-07-18 14:00:00,$25.6
PLA,2021-07-18 14:15:00,$14.8
ABS,2021-07-18 14:30:00,$29.4
PLA,2021-07-18 14:45:00,$16.8
ABS,2021-07-18 15:00:00,$29.2
ABS,2021-07-18 15:15:00,$18.6
ABS,2021-07-18 15:30:00,$29.4
ABS,2021-07-18 15:45:00,$18.6
ABS,2021-07-18 16:00:00,$26.6
ABS,2021-07-18 16:15:00,$29.4
PLA,2021-07-18 16:30:00,$15.2
ABS,2021-07-18 16:45:00,$36.6
ABS,2021-07-18 17:00:00,$27.6
ABS,2021-07-18 17:15:00,$21.6
ABS,2021-07-18 17:30:00,$32.6
ABS,2021-07-18 17:45:00,$26.0
ABS,2021-07-18 18:00:00,$28.6
ABS,2021-07-18 18:15:00,$28.4
PLA,2021-07-18 18:30:00,$14.4
ABS,2021-07-18 18:45:00,$24.6
ABS,2021-07-18 19:00:00,$24.6
ABS,2021-07-18 19:15:00,$17.2
PLA,2021-07-18 19:30:00,$3.4
PLA,2021-07-19 09:30:00,$1.0
ABS,2021-07-19 09:45:00,$26.0
ABS,2021-07-19 10:00:00,$32.0
ABS,2021-07-19 10:15:00,$19.8
ABS,2021-07-19 10:30:00,$27.2
ABS,2021-07-19 10:45:00,$19.0
ABS,2021-07-19 11:00:00,$29.0
ABS,2021-07-19 11:15:00,$31.4
ABS,2021-07-19 11:30:00,$36.4
ABS,2021-07-19 11:45:00,$42.2
ABS,2021-07-19 12:00:00,$36.8
ABS,2021-07-19 12:15:00,$28.0
ABS,2021-07-19 12:30:00,$23.2
ABS,2021-07-19 12:45:00,$34.6
ABS,2021-07-19 13:00:00,$26.4
ABS,2021-07-19 13:15:00,$24.4
ABS,2021-07-19 13:30:00,$27.2
ABS,2021-07-19 13:45:00,$25.4
ABS,2021-07-19 14:00:00,$36.2
ABS,2021-07-19 14:15:00,$29.8
ABS,2021-07-19 14:30:00,$22.6
ABS,2021-07-19 14:45:00,$18.2
ABS,2021-07-19 15:00:00,$22.8
ABS,2021-07-19 15:15:00,$22.2
ABS,2021-07-19 15:30:00,$22.0
ABS,2021-07-19 15:45:00,$21.6
PLA,2021-07-19 16:00:00,$14.2
ABS,2021-07-19 16:15:00,$24.2
ABS,2021-07-19 16:30:00,$21.0
PLA,2021-07-19 16:45:00,$12.8
PLA,2021-07-19 17:00:00,$13.2
